full_name,a,e,i,om,w,q,ad,per_y,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
"143624 (2003 HM16)",1.967114065414942,.5760450003748058,35.59918522774628,195.9725656075437,47.01065753912294,.833967842865706,3.100260287964178,2.75900519262292,15.8,,,,,,,,,,
"143637 (2003 LP6)",1.746284693951367,.8835603875519269,43.59436551493062,144.7341585969632,260.53989541,.2033367129876991,3.289232674915034,2.30770756350367,16.2,,,,,,,,,,
"143643 (2003 NP7)",2.18000581139971,.4176508930183577,11.11457782889221,285.2726528710029,323.49215048,1.269524437483411,3.090487185316008,3.2188050888807,18.3,,,,,,,,,,
"143649 (2003 QQ47)",1.085399912731202,.1870358102589019,62.09955261877919,1.00035889566229,105.0031795890249,.8823912605985806,1.288408564863824,1.13081842420621,17.4,,,,,,,,,,
"143651 (2003 QO104)",2.135058203083822,.5246770230416825,11.61197847946322,58.26784810261484,183.5017391955047,1.014842221069078,3.255274185098565,3.11977145635363,16.0,,,,114.4,,,,,,
"143678 (2003 SA224)",1.649306525194327,.3288651880030836,13.86111170682466,2.839609552097362,141.8847803307339,1.106907024711582,2.191706025677072,2.11816734330806,16.3,,,,35.,,,,,,
"143947 (2003 YQ117)",2.180487768479087,.6550622295504528,21.01322669752859,217.5774346398062,135.6554413274832,.7521325893516847,3.608842947606489,3.21987257110745,15.3,,,,,,,,,,
"143992 (2004 AF)",1.971475419828236,.5530022848716883,27.15947768229891,315.7525291098211,57.83672697799084,.8812450080948504,3.061705831561621,2.76818590073261,16.0,,,,,,,,,,
"144332 (2004 DV24)",1.422556594525181,.2894686147169507,55.89640682201101,171.1494386154655,186.3446886299804,1.010771107751514,1.834342081298848,1.69672919293481,16.4,,,,,,,,,,
"144411 (2004 EW9)",1.917862707707776,.5335367379157779,8.788091395622514,288.8898096602095,8.11585227918294,.8946124948670482,2.941112920548504,2.65603916087296,16.6,,,,49.94,,,,,,
"144861 (2004 LA12)",2.51085302657742,.7478466695187527,39.39184438113666,159.203655467958,199.4499361245139,.6331199530004163,4.388586100154424,3.97869034603692,15.5,,,,,,,,,,
"144898 (2004 VD17)",1.508005262927075,.5888038127622989,4.223037309049295,224.1760656079966,90.75715881703661,.6200860144500004,2.395924511404151,1.85187849345562,18.8,,,,1.99,,,,,,
"144900 (2004 VG64)",.9682674617632374,.6555260132316054,36.26205604113944,208.885688410596,43.90800514243371,.3335429528116964,1.602991970714778,0.952798816391595,18.3,,,,,,,,,,
"144901 (2004 WG1)",1.640039822979531,.5214842305624766,13.04118763702461,42.03926152491346,232.431816770921,.7847849178012301,2.495294728157833,2.10034091531268,17.4,,,,8.06,,,,,,
"144922 (2005 CK38)",2.133689575361677,.411206980286262,8.231432864797297,8.779534235252893,213.6506665448012,1.256301528208925,3.011077622514429,3.11677215542692,17.3,,,,4.7894,,,,,,
"145656 (4788 P-L)",2.643180704069362,.5571015822446982,11.02761288853955,174.8291642859585,100.3695682386001,1.170660551673665,4.115700856465059,4.29732782105164,16.4,,,,,,,,,,
"152558 (1990 SA)",2.013417869077982,.4421310222355343,38.11967847805876,172.2392663514667,115.0750284393768,1.123223368435243,2.903612369720721,2.85699236806569,16.8,1.4,,,,,,,,,
"152560 (1991 BN)",1.443609637354261,.3981236302126714,3.445846116871277,268.9466617731032,80.77455687563433,.8688745279207846,2.018344746787737,1.73453417606519,19.0,,,,,,,,,Q,
"152561 (1991 RB)",1.454523557577301,.4855998464109377,19.58362861692508,359.3854795751317,68.86847807467022,.7482071414166728,2.160839973737928,1.75424134104914,19.0,,,,,,,,,,
"152563 (1992 BF)",.9081338634722167,.2716615415845536,7.267787075900338,315.5687731272323,336.3086870566161,.6614288181562178,1.154838908788216,0.865432116306306,19.8,,,,,,,,,Xc,
"152564 (1992 HF)",1.391074426719317,.5617700167391484,13.31292863589376,213.4735105147195,128.2082414070126,.6096105227358052,2.172538330702829,1.64071728076274,20.3,,,,,,,,,,
"152575 (1994 GY)",2.686027860202658,.5238806241113754,12.32618146233064,33.79848381781049,190.4502616094543,1.278869908419147,4.093185811986169,4.40224259624209,17.1,,,,2.555,,,,,,
"152637 (1997 NC1)",.8655863733737444,.2083516494639731,16.71728897166833,96.5472051714401,16.63933268418344,.6852400247277863,1.045932722019703,0.805329890441044,18.0,,,,,,,,,,
"152664 (1998 FW4)",2.51071219381736,.7219736856756221,3.470393400750392,357.8023787769821,80.98856155000045,.6980440575763136,4.323380330058407,3.97835560596272,19.7,,,,,,,,,,
"152667 (1998 FR11)",2.804835202234454,.7101882575096209,6.663583661719543,129.9640985606324,158.5580671626864,.8128741773579221,4.796796227110987,4.69752636634327,16.3,,,,,,,,,,
"152671 (1998 HL3)",1.128634112586516,.3659572708285619,2.67883682712903,163.716186928603,188.0860640814685,.715602252980339,1.541665972192694,1.19905184333236,20.0,,,,,,,,,,
"152679 (1998 KU2)",2.251322702720697,.5533399062879961,4.925200136293238,205.8031102779008,120.2595414953185,1.005576009373188,3.497069396068206,3.37804031691569,16.6,,,,,,,,,Cb,
"152680 (1998 KJ9)",1.447894818297263,.6395819006162656,10.93379850538541,98.69829345808841,259.9295673453568,.521847498518257,2.37394213807627,1.74226303750566,19.4,,,,,,,,,,
"152685 (1998 MZ)",1.347159747931096,.5730895335194054,.1457788508826098,120.61897714,40.86635186837412,.5751165964131445,2.119202899449048,1.5636402789904,19.3,,,,,,,,,,
"152742 (1998 XE12)",.8782291655880278,.7391896141291123,13.43462163904305,280.0692602157181,353.1024470213455,.2290512875600812,1.527407043615974,0.823038186911244,19.1,,,,,,,,,,
"152754 (1999 GS6)",1.19088823992824,.4973767013105079,2.020964852671582,314.5444440104145,134.8560595016892,.5985681755232553,1.783208304333225,1.29961499070525,19.2,,,,,,,,,,
"152756 (1999 JV3)",1.450851557042133,.414969400001967,15.221541677018,229.1024418293957,101.4759331540174,.8487925569244394,2.052910557159827,1.74760256105501,18.9,,,,2.845,,,,,S,
"152770 (1999 RR28)",1.878819044198897,.6536904375915936,7.134350186864066,178.4153644123186,284.3301212463513,.6506530010411004,3.106985087356694,2.57534628228973,18.4,,,,,,,,,,
"152787 (1999 TB10)",1.36296731949059,.2314686950221023,15.95281374001581,1.944160222756717,137.3243088561975,1.04748305269033,1.67845158629085,1.59124248743461,18.4,,,,,,,,,,
"152828 (1999 VT25)",1.161804655538195,.52305545932746,5.148249655384923,222.0347075199322,319.1150629117161,.554116387786883,1.769492923289507,1.25229853035144,21.1,,,,,,,,,,
"152889 (2000 CF59)",1.679386158383839,.6402769932300802,41.58811643588115,141.8283635907155,222.3899342040783,.6041138384216193,2.754658478346059,2.17637664273721,16.5,,,,,,,,,,
"152895 (2000 CQ101)",2.292130865953853,.4913085298797435,2.971900039553521,29.86039268694887,173.8935549042855,1.165987419910082,3.418274311997624,3.47030236656578,18.1,,,,,,,,,,
"152931 (2000 EA107)",.9298046866415882,.4557640345343122,28.57646393904218,52.92444869037497,278.000459864374,.5060331513289061,1.35357622195427,0.896593938814749,15.8,,,,4.137,,,,,Q,
"152941 (2000 FM10)",1.481093862774532,.6807635448361095,8.73216866268397,18.57345056374176,343.8898598009769,.4728191545171354,2.489368571031929,1.80252823296764,17.7,,,,,,,,,,
"152942 (2000 FN10)",1.938765902209275,.4560811431809791,27.08120998078333,8.21596267987208,235.4138197177203,1.054531333169366,2.823000471249184,2.69958037177994,16.7,,,,,,,,,,
"152952 (2000 GC2)",1.383489432083196,.1870667530363185,55.29366875105718,358.7077451948811,280.2415212915298,1.124684556163332,1.64229430800306,1.62731628812176,17.6,,,,,,,,,,
"152964 (2000 GP82)",1.396467032513288,.3933107593606222,13.22606602347896,114.9110845867518,332.9932072547562,.847221523533412,1.945712541493164,1.65026706891357,17.6,,,,,,,,,,
"152978 (2000 GJ147)",1.162085730385099,.2366986699155584,25.00758038350098,57.89912313828279,240.7856711266281,.8870215836750958,1.437149877095102,1.25275300981707,19.4,,,,,,,,,S:,
"153002 (2000 JG5)",1.340496829336735,.7958021959117324,31.46897482306505,213.1762437161993,233.3397287304778,.2737265089378466,2.407267149735624,1.55205421969357,18.1,,,,6.0562,,,,,S:,
"153195 (2000 WB1)",1.301184112944662,.6190990858987254,41.11001211044469,21.4440773889753,262.8785549868932,.495622218034678,2.106746007854646,1.48428169092041,17.5,,,,,,,,,,
"153201 (2000 WO107)",.9114162299575799,.7807275719243938,7.773727856987563,69.28343906130772,213.6824229666881,.1998484497303136,1.622984010184846,0.870128390900565,19.3,,,,,,,,,X,
"153219 (2000 YM29)",2.089490422212422,.4352306747055117,40.32889428001683,116.5925506970848,.7076475907321682,1.180080095962205,2.998900748462639,3.02043002942083,18.4,,,,,,,,,,
"153220 (2000 YN29)",2.522654301139458,.6759375035080339,5.876823532748051,67.90046076394879,138.097941741084,.8174976506134487,4.227810951665467,4.00677367783958,17.4,,,,,,,,,,
"153243 (2001 AU47)",1.299011997353551,.5306272376021871,35.98332123190215,311.9264812725993,9.323328308991842,.6097208495857367,1.988303145121366,1.48056659153911,17.4,,,,,,,,,,
"153249 (2001 BW15)",2.117439796621996,.5910474480663773,41.23592376577298,328.9312441942062,297.9641176036156,.8659324083943765,3.368947184849617,3.0812349058861,15.2,,,,,,,,,,
"153267 (2001 CB32)",1.781805526123873,.6141715072332679,9.662054700308918,75.65513959743546,330.3654245393293,.6874713405478082,2.876139711699939,2.37847534842747,17.8,,,,,,,,,,
"153271 (2001 CL42)",1.557228901658292,.4024421595825978,21.65041614070449,12.09299803292552,270.7853687783379,.9305343395104924,2.183923463806092,1.94328673200814,17.2,,,,,,,,,,
"153306 (2001 JL1)",2.553942904337646,.5228638383649072,26.97532042806018,226.7066950433427,272.442222318336,1.218578514410845,3.889307294264447,4.08154865772255,16.6,,,,,,,,,,
"153311 (2001 MG1)",2.505686672305349,.6431880012947264,28.41342952048388,142.4098499329915,218.4601190687607,.8940590696744375,4.117314274936261,3.96641678025213,17.2,,,,,,,,,,
"153315 (2001 NH6)",1.237428353642953,.4496958268741403,34.69837767393581,112.5825764535966,288.3693179951653,.6809619869539789,1.793894720331927,1.37653829120728,19.2,,,,,,,,,,
"153349 (2001 PJ9)",1.798786643841793,.6389848532882872,10.53668740974246,283.8933335503658,291.1144475809881,.6493892241296143,2.948184063553972,2.41255755920259,18.4,,,,,,,,,,
"153415 (2001 QP153)",.8914906861090717,.2137671568809746,50.20836414635842,317.6913587269116,244.3114534333175,.7009192567536661,1.082062115464477,0.841750566997585,17.0,,,,,,,,,,
"153460 (2001 RN)",1.413680601397143,.5810302980316782,10.0920096737783,211.5120168015949,30.34615689681775,.5922893402457591,2.235071862548527,1.6808739639813,19.7,,,,,,,,,,
"153591 (2001 SN263)",1.986951527443111,.4784067190899692,6.68575663856644,325.8353796985764,172.8285742981164,1.036380566208249,2.937522488677973,2.80084522878227,16.9,2,,,3.423,,,,,,
"153792 (2001 VH75)",2.100049828675286,.7419241874519953,10.62023391737643,276.3504049091508,244.1484271836595,.5419720659266727,3.6581275914239,3.04335490776348,18.1,,,,,,,,,,
"153814 (2001 WN5)",1.711640272406787,.4675015566400196,1.921699676335217,277.6185052451864,44.4182144747992,.9114457806488672,2.511834764164708,2.23937562457888,18.3,,,,,,,,,,
"153842 (2001 XT30)",2.74100999489107,.5716485095654202,9.062436739358814,140.357850608701,218.7812524887603,1.17411571660767,4.30790427317447,4.53810072512564,16.8,,,,,,,,,,
"153951 (2002 AC3)",1.836361488061973,.342222967814868,15.47319610065943,314.4792074338349,214.9972308419726,1.207916409636477,2.464806566487469,2.48854481755357,18.6,,,,,,,,,,
"153953 (2002 AD9)",1.773198539336037,.8087842033343079,31.08294844575983,2.627986484219165,9.685118393317207,.339063571345582,3.207333507326493,2.36126238901996,16.6,,,,,,,,,L,
"153957 (2002 AB29)",2.53311500873244,.7585558187626196,46.54442617985031,89.79983184766292,73.16983889508386,.6116058792635237,4.454624138201356,4.03172186957716,17.6,,,,,,,,,,
"153958 (2002 AM31)",1.703044974334952,.4516752639088061,4.644783198820541,144.4119807995827,197.8310839593547,.9338216861036465,2.472268262566257,2.2225287000668,18.3,,,,2.8174,,,,,,
"154007 (2002 BY)",1.818491625200091,.3464043670918268,2.723523112036413,214.296043622071,23.67335032067688,1.188558184710866,2.448425065689316,2.45230882061415,17.9,,,,,,,,,,
"154019 (2002 CZ9)",1.325759506115474,.3602007297486968,4.970827586782838,142.9027148396236,80.78832664617994,.8482199645414085,1.80329904768954,1.52652994149698,22.0,,,,,,,,,,
"154020 (2002 CA10)",1.541322353311961,.5896923033394288,12.13250946833918,145.4195773083021,222.0815424687275,.6324164245988818,2.45022828202504,1.91358790623184,19.1,,,,,,,,,,
"154029 (2002 CY46)",1.890553885175101,.4626097646582732,44.16723185134072,346.1995505650316,319.3484884569375,1.015965197280463,2.765142573069738,2.59951179703443,16.5,,,,2.554,,,,,,
"154035 (2002 CV59)",1.210083458334778,.5321753387172397,49.04949573483055,13.11322417507454,347.0950724505936,.5661068840193386,1.854060032650217,1.33116284927658,17.4,,,,,,,,,,
"154144 (2002 FA5)",1.833846781221558,.2963479682791865,23.61950683857351,172.6040416681529,126.3494758759931,1.290390013471223,2.377303548971892,2.48343486140964,17.3,,,,,,,,,,
"154229 (2002 JN97)",1.851397331406863,.7186424078082508,10.07506597481588,67.73099542116466,341.4703897820165,.5209046953548647,3.18188996745886,2.51917102430822,16.6,,,,,,,,,,
"154244 (2002 KL6)",2.310952771412746,.5480119819889363,3.234443620087962,214.561716305986,96.46366780056138,1.044522962868022,3.577382579957469,3.51313474407796,17.5,,,,4.6063,,,,,,
"154268 (2002 RM129)",1.511056089094086,.4650252801629156,14.57180211871206,132.7044659334808,357.4799379085017,.8083768079212293,2.213735370266943,1.85750110237266,18.0,,,,,,,,,,
"154269 (2002 SM)",1.871886704152916,.4860940787430437,14.42787997956736,10.92594765311946,217.1900809663231,.9619736611863522,2.78179974711948,2.56110592924713,17.9,,,,,,,,,,
"154275 (2002 SR41)",1.082775388371182,.490640524073136,11.59372559056036,247.879585491804,258.0720793344286,.5515219043672519,1.614028872375112,1.12671938340259,20.2,,,,,,,,,,
"154276 (2002 SY50)",1.704355872703492,.6894815602791989,8.743862821774272,34.32994579875312,99.35181547321589,.5292339263208727,2.879477819086112,2.22509534088835,17.6,,,,4.823,,,,,,
"154278 (2002 TB9)",1.804243555592721,.5914719756508732,29.70771119657781,196.3468190392358,322.5300425198435,.7370840552109384,2.871403055974505,2.42354420955827,16.5,,,,,,,,,,
"154300 (2002 UO)",1.209072209814895,.4724231394652363,8.301264326784779,90.76438857264829,184.1554189178376,.6378785206139717,1.780265899015819,1.32949454882659,19.2,,,,,,,,,,
"154302 (2002 UQ3)",1.719329983451628,.5617823096059672,28.81732012401962,222.850711915672,280.8571298102589,.7534408143733832,2.685219152529873,2.25448348172972,17.6,,,,,,,,,,
"154330 (2002 VX94)",1.476577791378038,.4085470205248775,7.162166361135037,320.1942277270751,215.0561246066251,.8733263341373364,2.079829248618739,1.7942902630803,18.1,,,,,,,,,,
"154347 (2002 XK4)",1.849445192392786,.6919044185562476,17.80650681499289,331.7809866879015,24.75436574763566,.569805891898608,3.129084492886964,2.5151877015066,16.0,,,,3.319,,,,,,
"154453 (2003 CJ11)",2.590902287479979,.8328814297192924,20.70560819775765,61.74141170454791,356.2942207828648,.4329878860206691,4.748816688939288,4.17046762283298,15.3,,,,5.23,,,,,,
"154555 (2003 HA)",1.184216145399511,.5803122300956661,36.82227596317772,53.54837816085923,277.1002004595925,.497001033147427,1.871431257651594,1.28870842896666,16.5,,,,,,,,,,
"154589 (2003 MX2)",2.291054878912212,.4565758858972743,7.170067513375368,59.01551442631805,300.0220177985388,1.245014467933596,3.337095289890828,3.46785907535467,16.4,,,,,,,,,,
"154590 (2003 MA3)",1.10537158011586,.4021852870550571,1.412840495290957,152.6502644131613,228.9212436548215,.6608073938644606,1.549935766367259,1.16217263145676,21.7,,,,,,,,,,
"154631 (2003 WO25)",1.557318774024345,.4915432207116664,15.90132616521939,357.8804441515956,175.9800804989667,.7918292881656745,2.322808259883015,1.94345496382317,18.1,,,,,,,,,,
"154652 (2004 EP20)",1.058537455577964,.4505161214478007,16.17485508256721,159.619979232428,191.29485058541,.5816492666837562,1.535425644472172,1.08909947074932,18.7,,,,,,,,,,
"154656 (2004 FE3)",2.309179759346601,.6475489100012881,22.96151640319438,339.1225273531906,338.2329640893668,.8138729231846727,3.804486595508529,3.50909249222448,16.3,,,,,,,,,,
"154658 (2004 FA18)",1.096529739802249,.4547531861856646,19.28551875857815,29.63127407649169,318.5787807621369,.5978793468798385,1.595180132724659,1.1482562679373,19.3,,,,,,,,,,
"154715 (2004 LB6)",1.618652375366794,.4906125653040785,4.096612365899497,182.8071031428488,190.5298903275247,.8245211811525508,2.412783569581036,2.05938993400553,18.4,,,,,,,,,,
"154807 (2004 PP97)",1.483861212375684,.3165960419960468,15.53225296672932,15.17092016695354,68.57245197533139,1.014076625666087,1.95364579908528,1.80758249244031,18.4,,,,,,,,,,
"154988 (2004 XN35)",1.505922287317003,.6799529085014585,9.817480412522663,133.0116421750885,189.9061856002739,.4819660480786379,2.529878526555369,1.84804287814274,18.4,,,,,,,,,,
"154991 Vinciguerra (2005 BX26)",1.70495898333589,.3225274497189857,5.633750708363913,245.5972023148524,269.4182907920027,1.155062910565091,2.254855056106689,2.22627651794672,18.5,,,,,,,,,,
"154993 (2005 EA94)",1.516625339071408,.6637009380160156,10.31873334510936,104.2237240369673,308.8572864541075,.5100396789108568,2.523210999231959,1.86777975531635,17.8,,,,,,,,,,
"155110 (2005 TB)",1.261447382729509,.3485152170441254,30.3841149662654,226.2112757541447,44.74932566794949,.8218137743477903,1.701080991111228,1.41681097477582,17.4,,,,,,,,,,
"155140 (2005 UD)",1.274878148324239,.8722249515543735,28.67653412221379,19.74401213541127,207.576970581231,.1628976171644002,2.386858679484078,1.43949850506851,17.4,,,,5.2310,,,,,,
"155334 (2006 DZ169)",2.035260204647702,.4086489641361842,6.614124501473671,14.88185610791649,275.8513629407307,1.20355323027082,2.866967179024584,2.90360886499393,16.9,,,,,,,,,,
"155336 (2006 GA1)",2.1182783565204,.7388937786443616,4.206080620248467,64.38316740757297,355.2826457911733,.5530956574504736,3.683461055590327,3.08306545792551,18.3,,,,,,,,,,
